subject_id,cell,param,influence,influence_abs
002,15,sigma,0.754127157438038,0.754127157438038
002,15,beta,0.174167578819326,0.174167578819326
002,16,A,0.178241636231725,0.178241636231725
002,16,w,5.81466682040808e-05,5.81466682040808e-05
002,16,sigma,-0.0690254567914241,0.0690254567914241
002,16,beta,-0.156669246727674,0.156669246727674
002,17,A,0.115254231001294,0.115254231001294
002,17,w,-0.00385188053023192,0.00385188053023192
002,17,sigma,0.202141915091978,0.202141915091978
002,17,beta,-0.164857293521089,0.164857293521089
002,18,A,0.321638986040602,0.321638986040602
002,18,w,-0.000572009678847921,0.000572009678847921
002,18,sigma,0.0352277419159002,0.0352277419159002
002,18,beta,0.03239640474178,0.03239640474178
003,1,A,0.425922023293801,0.425922023293801
003,1,w,-0.000222978829033271,0.000222978829033271
003,1,sigma,0.88726870284623,0.88726870284623
003,1,beta,0.139115361292613,0.139115361292613
003,2,A,0.684796204737821,0.684796204737821
003,2,w,0.00267257274969433,0.00267257274969433
003,2,sigma,0.552726214013617,0.552726214013617
003,2,beta,0.192097698684226,0.192097698684226
003,3,A,-0.278999197665781,0.278999197665781
003,3,w,0.000647289775989743,0.000647289775989743
003,3,sigma,0.367018489671274,0.367018489671274
003,3,beta,-0.0251632417510786,0.0251632417510786
003,4,A,-0.264446002064765,0.264446002064765
003,4,w,-0.00110656159088726,0.00110656159088726
003,4,sigma,0.130202316517643,0.130202316517643
003,4,beta,0.131663294624585,0.131663294624585
003,5,A,0.222912283605723,0.222912283605723
003,5,w,-0.000225668779544049,0.000225668779544049
003,5,sigma,0.0753747352493068,0.0753747352493068
003,5,beta,-0.169837398092313,0.169837398092313
003,6,A,-0.413947658410089,0.413947658410089
003,6,w,0.00013385421464393,0.00013385421464393
003,6,sigma,0.610586002829564,0.610586002829564
003,6,beta,0.17910412585252,0.17910412585252
003,7,A,0.711966545272279,0.711966545272279
003,7,w,0.00162334384791976,0.00162334384791976
003,7,sigma,0.318093100443839,0.318093100443839
003,7,beta,0.0929839011564277,0.0929839011564277
003,8,A,-0.708471543500901,0.708471543500901
003,8,w,-0.00019583523624285,0.00019583523624285
003,8,sigma,-0.201743566215569,0.201743566215569
003,8,beta,-0.11126182223392,0.11126182223392
003,9,A,-0.286072971052718,0.286072971052718
003,9,w,0.000414101237437382,0.000414101237437382
003,9,sigma,0.206216860407604,0.206216860407604
003,9,beta,0.277638393600285,0.277638393600285
003,10,A,-0.475416537210569,0.475416537210569
003,10,w,-0.000110959155529711,0.000110959155529711
003,10,sigma,0.194208198728193,0.194208198728193
003,10,beta,0.0603895524323786,0.0603895524323786
003,11,A,-0.112349978761038,0.112349978761038
003,11,w,0.000424425976061717,0.000424425976061717
003,11,sigma,0.367665830062606,0.367665830062606
003,11,beta,0.0323224719099524,0.0323224719099524
003,12,A,-0.852285944416167,0.852285944416167
003,12,w,-0.000631632270570937,0.000631632270570937
003,12,sigma,-0.0411890514475139,0.0411890514475139
003,12,beta,-0.0701273498840893,0.0701273498840893
003,13,A,0.0508296498059906,0.0508296498059906
003,13,w,-0.000580196337022797,0.000580196337022797
003,13,sigma,0.212680829278204,0.212680829278204
003,13,beta,0.137057976714974,0.137057976714974
003,14,A,0.04889145771741,0.04889145771741
003,14,w,0.000837472238293814,0.000837472238293814
003,14,sigma,0.452593257409061,0.452593257409061
003,14,beta,-0.017689675015824,0.017689675015824
003,15,A,-0.23580922688974,0.23580922688974
003,15,w,-0.000605055008465902,0.000605055008465902
003,15,sigma,-0.320415831035731,0.320415831035731
003,15,beta,-0.0233428177677172,0.0233428177677172
003,16,A,0.338694382509719,0.338694382509719
003,16,w,0.000862328479219462,0.000862328479219462
003,16,sigma,0.215907465344834,0.215907465344834
003,16,beta,0.0253711125273477,0.0253711125273477
003,17,A,-0.205159882488643,0.205159882488643
003,17,w,-0.00429723521717126,0.00429723521717126
003,17,sigma,0.144013788149024,0.144013788149024
003,17,beta,-0.0953426537528437,0.0953426537528437
003,18,A,-0.395209025619783,0.395209025619783
003,18,w,0.000140993366634187,0.000140993366634187
003,18,sigma,-0.0807651864767713,0.0807651864767713
